0 9.535 0
1 9.535 22.5
2 9.535 45
3 9.535 67.5
4 9.535 90
5 9.535 112.5
6 9.535 135
7 9.535 157.5
8 9.535 180
9 9.535 202.5
10 9.535 225
11 9.535 247.5
12 9.535 270
13 9.535 292.5
14 9.535 315
15 9.535 337.5
16 12.771 0
17 12.771 16.3636
18 12.771 32.7273
19 12.771 49.0909
20 12.771 65.4545
21 12.771 81.8182
22 12.771 98.1818
23 12.771 114.545
24 12.771 130.909
25 12.771 147.273
26 12.771 163.636
27 12.771 180
28 12.771 196.364
29 12.771 212.727
30 12.771 229.091
31 12.771 245.455
32 12.771 261.818
33 12.771 278.182
34 12.771 294.545
35 12.771 310.909
36 12.771 327.273
37 12.771 343.636
38 15.982 0
39 15.982 12.8571
40 15.982 25.7143
41 15.982 38.5714
42 15.982 51.4286
43 15.982 64.2857
44 15.982 77.1429
45 15.982 90
46 15.982 102.857
47 15.982 115.714
48 15.982 128.571
49 15.982 141.429
50 15.982 154.286
51 15.982 167.143
52 15.982 180
53 15.982 192.857
54 15.982 205.714
55 15.982 218.571
56 15.982 231.429
57 15.982 244.286
58 15.982 257.143
59 15.982 270
60 15.982 282.857
61 15.982 295.714
62 15.982 308.571
63 15.982 321.429
64 15.982 334.286
65 15.982 347.143
66 19.177 0
67 19.177 10.5882
68 19.177 21.1765
69 19.177 31.7647
70 19.177 42.3529
71 19.177 52.9412
72 19.177 63.5294
73 19.177 74.1176
74 19.177 84.7059
75 19.177 95.2941
76 19.177 105.882
77 19.177 116.471
78 19.177 127.059
79 19.177 137.647
80 19.177 148.235
81 19.177 158.824
82 19.177 169.412
83 19.177 180
84 19.177 190.588
85 19.177 201.176
86 19.177 211.765
87 19.177 222.353
88 19.177 232.941
89 19.177 243.529
90 19.177 254.118
91 19.177 264.706
92 19.177 275.294
93 19.177 285.882
94 19.177 296.471
95 19.177 307.059
96 19.177 317.647
97 19.177 328.235
98 19.177 338.824
99 19.177 349.412
100 22.361 0
101 22.361 9
102 22.361 18
103 22.361 27
104 22.361 36
105 22.361 45
106 22.361 54
107 22.361 63
108 22.361 72
109 22.361 81
110 22.361 90
111 22.361 99
112 22.361 108
113 22.361 117
114 22.361 126
115 22.361 135
116 22.361 144
117 22.361 153
118 22.361 162
119 22.361 171
120 22.361 180
121 22.361 189
122 22.361 198
123 22.361 207
124 22.361 216
125 22.361 225
126 22.361 234
127 22.361 243
128 22.361 252
129 22.361 261
130 22.361 270
131 22.361 279
132 22.361 288
133 22.361 297
134 22.361 306
135 22.361 315
136 22.361 324
137 22.361 333
138 22.361 342
139 22.361 351
140 25.537 0
141 25.537 7.82609
142 25.537 15.6522
143 25.537 23.4783
144 25.537 31.3043
145 25.537 39.1304
146 25.537 46.9565
147 25.537 54.7826
148 25.537 62.6087
149 25.537 70.4348
150 25.537 78.2609
151 25.537 86.087
152 25.537 93.913
153 25.537 101.739
154 25.537 109.565
155 25.537 117.391
156 25.537 125.217
157 25.537 133.043
158 25.537 140.87
159 25.537 148.696
160 25.537 156.522
161 25.537 164.348
162 25.537 172.174
163 25.537 180
164 25.537 187.826
165 25.537 195.652
166 25.537 203.478
167 25.537 211.304
168 25.537 219.13
169 25.537 226.957
170 25.537 234.783
171 25.537 242.609
172 25.537 250.435
173 25.537 258.261
174 25.537 266.087
175 25.537 273.913
176 25.537 281.739
177 25.537 289.565
178 25.537 297.391
179 25.537 305.217
180 25.537 313.043
181 25.537 320.87
182 25.537 328.696
183 25.537 336.522
184 25.537 344.348
185 25.537 352.174
186 28.707 0
187 28.707 6.92308
188 28.707 13.8462
189 28.707 20.7692
190 28.707 27.6923
191 28.707 34.6154
192 28.707 41.5385
193 28.707 48.4615
194 28.707 55.3846
195 28.707 62.3077
196 28.707 69.2308
197 28.707 76.1538
198 28.707 83.0769
199 28.707 90
200 28.707 96.9231
201 28.707 103.846
202 28.707 110.769
203 28.707 117.692
204 28.707 124.615
205 28.707 131.538
206 28.707 138.462
207 28.707 145.385
208 28.707 152.308
209 28.707 159.231
210 28.707 166.154
211 28.707 173.077
212 28.707 180
213 28.707 186.923
214 28.707 193.846
215 28.707 200.769
216 28.707 207.692
217 28.707 214.615
218 28.707 221.538
219 28.707 228.462
220 28.707 235.385
221 28.707 242.308
222 28.707 249.231
223 28.707 256.154
224 28.707 263.077
225 28.707 270
226 28.707 276.923
227 28.707 283.846
228 28.707 290.769
229 28.707 297.692
230 28.707 304.615
231 28.707 311.538
232 28.707 318.462
233 28.707 325.385
234 28.707 332.308
235 28.707 339.231
236 28.707 346.154
237 28.707 353.077
238 31.872 0
239 31.872 6.2069
240 31.872 12.4138
241 31.872 18.6207
242 31.872 24.8276
243 31.872 31.0345
244 31.872 37.2414
245 31.872 43.4483
246 31.872 49.6552
247 31.872 55.8621
248 31.872 62.069
249 31.872 68.2759
250 31.872 74.4828
251 31.872 80.6897
252 31.872 86.8966
253 31.872 93.1034
254 31.872 99.3103
255 31.872 105.517
256 31.872 111.724
257 31.872 117.931
258 31.872 124.138
259 31.872 130.345
260 31.872 136.552
261 31.872 142.759
262 31.872 148.966
263 31.872 155.172
264 31.872 161.379
265 31.872 167.586
266 31.872 173.793
267 31.872 180
268 31.872 186.207
269 31.872 192.414
270 31.872 198.621
271 31.872 204.828
272 31.872 211.034
273 31.872 217.241
274 31.872 223.448
275 31.872 229.655
276 31.872 235.862
