X,Y,Z
201.91944494696213,161.0252193175506,901.7446514928965
161.0252193175506,201.91944494696213,901.7446514928965
112.05685145481496,232.68830126585237,901.7446514928965
57.469082998807586,251.78937230000537,901.7446514928965
1.581414340229261e-14,258.264561068596,901.7446514928965
-57.468643543363264,251.78947260209353,901.7446514928965
-112.05563310018248,232.68888799096496,901.7446514928965
-161.0238096499713,201.9205691101438,901.7446514928965
-201.92056911014376,161.02380964997133,901.7446514928965
-232.68888799096493,112.05563310018252,901.7446514928965
-251.78947260209353,57.4686435433632,901.7446514928965
-258.264561068596,3.162828680458522e-14,901.7446514928965
-251.78947260209353,-57.46864354336325,901.7446514928965
-232.68888799096493,-112.05563310018256,901.7446514928965
-201.92056911014382,-161.02380964997127,901.7446514928965
-161.02380964997124,-201.92056911014382,901.7446514928965
-112.05563310018263,-232.68888799096487,901.7446514928965
-57.46864354336332,-251.7894726020935,901.7446514928965
-4.744243020687783e-14,-258.264561068596,901.7446514928965
57.46864354336323,-251.78947260209353,901.7446514928965
112.05563310018255,-232.68888799096493,901.7446514928965
161.02380964997118,-201.9205691101439,901.7446514928965
201.92056911014382,-161.02380964997127,901.7446514928965
232.688887990965,-112.05563310018243,901.7446514928965
251.78947260209355,-57.468643543363115,901.7446514928965
308.1212968363208,0.0,885.9487944773693
302.8749811058409,56.61695315214895,885.9487944773693
287.31449545081244,111.30639814467631,885.9487944773693
261.97002310647326,162.20493382659484,885.9487944773693
227.7045351280361,207.57981175013407,885.9487944773693
185.6844647026553,245.88617922157496,885.9487944773693
137.34153686622986,275.8188460118673,885.9487944773693
84.32163880601394,296.3588952489266,885.9487944773693
28.42975207848507,306.80691446062946,885.9487944773693
-28.4297520784851,306.80691446062946,885.9487944773693
-84.31956982856323,296.35948391779567,885.9487944773693
-137.34346244168373,275.8178871803385,885.9487944773693
-185.68532300620654,245.8855310590212,885.9487944773693
-227.7041728325718,207.5802091692038,885.9487944773693
-261.9691737998348,162.20630549620472,885.9487944773693
-287.31546677143535,111.30389084847106,885.9487944773693
-302.8751787344447,56.61589591867553,885.9487944773693
-308.1212968363208,3.773397599197318e-14,885.9487944773693
-302.8751787344447,-56.615895918675584,885.9487944773693
-287.3154667714354,-111.30389084847087,885.9487944773693
-261.9691737998348,-162.2063054962047,885.9487944773693
-227.70417283257174,-207.58020916920384,885.9487944773693
-185.6853230062066,-245.88553105902116,885.9487944773693
-137.34346244168356,-275.8178871803386,885.9487944773693
-84.31956982856325,-296.35948391779567,885.9487944773693
-28.429216599359417,-306.8069640794401,885.9487944773693
28.429216599359574,-306.80696407944004,885.9487944773693
84.31956982856312,-296.35948391779567,885.9487944773693
137.3434624416837,-275.8178871803385,885.9487944773693
185.68532300620672,-245.88553105902105,885.9487944773693
227.70417283257157,-207.580209169204,885.9487944773693
261.9691737998347,-162.20630549620475,885.9487944773693
287.31546677143547,-111.30389084847084,885.9487944773693
302.87517873444466,-56.61589591867583,885.9487944773693
356.85362948196894,0.0,867.4672830289022
352.46016913839804,55.82420662567657,867.4672830289022
339.38796968240285,110.27383601430915,867.4672830289022
317.9589120487328,162.00815758239014,867.4672830289022
288.7006507552936,209.75330063654386,867.4672830289022
252.33362129773192,252.3336212977319,867.4672830289022
209.75330063654386,288.7006507552936,867.4672830289022
162.00815758239014,317.95891204873277,867.4672830289022
110.27383601430918,339.38796968240285,867.4672830289022
55.82420662567659,352.46016913839804,867.4672830289022
2.185098275546044e-14,356.85362948196894,867.4672830289022
-55.82420662567655,352.46016913839804,867.4672830289022
-110.27383601430914,339.3879696824029,867.4672830289022
-162.0081575823901,317.9589120487328,867.4672830289022
-209.7533006365438,288.7006507552936,867.4672830289022
-252.3336212977319,252.33362129773192,867.4672830289022
-288.7006507552936,209.75330063654388,867.4672830289022
-317.95891204873277,162.00815758239017,867.4672830289022
-339.38796968240285,110.2738360143092,867.4672830289022
-352.460169138398,55.82420662567661,867.4672830289022
-356.85362948196894,4.370196551092088e-14,867.4672830289022
-352.46016913839804,-55.82420662567652,867.4672830289022
-339.3879696824029,-110.27383601430911,867.4672830289022
-317.9589120487328,-162.0081575823901,867.4672830289022
-288.7006507552937,-209.7533006365438,867.4672830289022
-252.33362129773198,-252.3336212977319,867.4672830289022
-209.75330063654388,-288.7006507552936,867.4672830289022
-162.0081575823902,-317.95891204873277,867.4672830289022
-110.27383601430921,-339.38796968240285,867.4672830289022
-55.82420662567663,-352.460169138398,867.4672830289022
-6.555294826638132e-14,-356.85362948196894,867.4672830289022
55.8242066256765,-352.46016913839804,867.4672830289022
110.2738360143091,-339.3879696824029,867.4672830289022
162.00815758239008,-317.9589120487329,867.4672830289022
209.75330063654377,-288.7006507552937,867.4672830289022
252.33362129773184,-252.33362129773198,867.4672830289022
288.7006507552936,-209.7533006365439,867.4672830289022
317.95891204873277,-162.0081575823902,867.4672830289022
339.38796968240285,-110.27383601430924,867.4672830289022
352.460169138398,-55.82420662567666,867.4672830289022
404.3660511352782,0.0,846.3640450121103
400.59976098914916,55.06119147071749,846.3640450121103
389.37101138261806,109.09683224372536,846.3640450121103
370.88900202236925,161.10012876962386,846.3640450121103
345.4983760066966,210.10182171383883,846.3640450121103
313.67146636192587,255.19034954538867,846.3640450121103
276.00143134129416,295.5251481825114,846.3640450121103
233.1899947582283,330.3548541423236,846.3640450121103
186.0346553281101,359.0306537437851,846.3640450121103
135.41383072669177,381.0183693191987,846.3640450121103
82.27049427636733,395.90840996657374,846.3640450121103
27.594609078889267,403.423401478548,846.3640450121103
-27.594609078889306,403.423401478548,846.3640450121103
-82.26980328571302,395.908553555071,846.3640450121103
-135.41250072085566,381.01884200031725,846.3640450121103
-186.03277544545296,359.0316278140411,846.3640450121103
-233.18768844058383,330.3564821075494,846.3640450121103
-275.9988523873557,295.52755673811714,846.3640450121103
-313.67324791900944,255.1881596992268,846.3640450121103
-345.49947609252655,210.10001268569238,846.3640450121103
-370.889845535587,161.09818679714198,846.3640450121103
-389.3713922000311,109.09547308182877,846.3640450121103
-400.59984747857226,55.06056221001641,846.3640450121103
-404.3660511352782,4.952055902066734e-14,846.3640450121103
-400.59984747857226,-55.060562210016485,846.3640450121103
-389.3713922000311,-109.09547308182867,846.3640450121103
-370.88984553558697,-161.09818679714203,846.3640450121103
-345.49947609252666,-210.1000126856923,846.3640450121103
-313.6732479190094,-255.18815969922684,846.3640450121103
-275.99885238735584,-295.5275567381171,846.3640450121103
-233.1876884405838,-330.3564821075495,846.3640450121103
-186.03277544545273,-359.03162781404114,846.3640450121103
-135.4125007208556,-381.01884200031725,846.3640450121103
-82.26980328571348,-395.9085535550709,846.3640450121103
-27.594609078889498,-403.423401478548,846.3640450121103
27.594609078889345,-403.423401478548,846.3640450121103
82.26980328571332,-395.9085535550709,846.3640450121103
135.41250072085546,-381.01884200031725,846.3640450121103
186.0327754454526,-359.03162781404126,846.3640450121103
233.18768844058366,-330.3564821075496,846.3640450121103
275.99885238735584,-295.527556738117,846.3640450121103
313.67324791900927,-255.18815969922696,846.3640450121103
345.49947609252644,-210.10001268569258,846.3640450121103
370.8898455355869,-161.09818679714218,846.3640450121103
389.37139220003115,-109.09547308182847,846.3640450121103
400.59984747857226,-55.06056221001645,846.3640450121103
450.55015671530083,0.0,822.7080626101933
447.2651358810851,54.30784419820645,822.7080626101933
437.4579011466624,107.8240624375611,822.7080626101933
421.271800472134,159.76706119581934,822.7080626101933
398.9423792332464,209.381044433107,822.7080626101933
370.79544102908113,255.941760227266,822.7080626101933
337.2414343330194,298.7702439755169,822.7080626101933
298.7702439755169,337.2414343330194,822.7080626101933
255.94176022726606,370.79544102908113,822.7080626101933
209.3810444331071,398.94237923324636,822.7080626101933
159.76706119581934,421.271800472134,822.7080626101933
107.82406243756105,437.4579011466624,822.7080626101933
54.30800032318824,447.265116924044,822.7080626101933
2.7588240363836575e-14,450.55015671530083,822.7080626101933
-54.30800032318818,447.265116924044,822.7080626101933
-107.8225354207614,437.45827752097773,822.7080626101933
-159.76559067885313,421.27235816181826,822.7080626101933
-209.37895557282386,398.94347554436274,822.7080626101933
-255.93917158051,370.7972278306088,822.7080626101933
-298.76730097743894,337.24404158241043,822.7080626101933
-337.2440415824104,298.76730097743894,822.7080626101933
-370.79722783060873,255.9391715805101,822.7080626101933
-398.94347554436274,209.37895557282394,822.7080626101933
-421.27235816181826,159.7655906788532,822.7080626101933
-437.4582775209778,107.82253542076118,822.7080626101933
-447.2652117087043,54.30721969821358,822.7080626101933
-450.55015671530083,5.517648072767315e-14,822.7080626101933
-447.2652117087043,-54.307219698213466,822.7080626101933
-437.4582775209778,-107.82253542076128,822.7080626101933
-421.2723581618182,-159.7655906788533,822.7080626101933
-398.9434755443628,-209.37895557282383,822.7080626101933
-370.7972278306088,-255.93917158051,822.7080626101933
-337.24404158241043,-298.7673009774389,822.7080626101933
-298.7673009774388,-337.2440415824105,822.7080626101933
-255.9391715805101,-370.79722783060873,822.7080626101933
-209.3789555728238,-398.9434755443628,822.7080626101933
-159.76559067885321,-421.27235816181826,822.7080626101933
-107.82253542076161,-437.45827752097773,822.7080626101933
-54.30721969821341,-447.2652117087044,822.7080626101933
-8.276472109150973e-14,-450.55015671530083,822.7080626101933
54.30721969821364,-447.2652117087043,822.7080626101933
107.82253542076144,-437.45827752097773,822.7080626101933
159.76559067885307,-421.2723581618183,822.7080626101933
209.378955572824,-398.94347554436274,822.7080626101933
255.93917158050994,-370.79722783060885,822.7080626101933
298.76730097743916,-337.2440415824102,822.7080626101933
337.2440415824103,-298.767300977439,822.7080626101933
370.7972278306087,-255.9391715805101,822.7080626101933
398.943475544363,-209.37895557282346,822.7080626101933
421.2723581618182,-159.76559067885324,822.7080626101933
437.45827752097773,-107.82253542076162,822.7080626101933
447.2652117087043,-54.30721969821344,822.7080626101933
495.285935884411,0.0,796.5775804748105
492.38254528458214,53.5498588604425,796.5775804748105
483.70641312306793,106.47189388995007,796.5775804748105
469.3592592297104,158.1456419261512,796.5775804748105
449.50929105289526,207.9652748465965,796.5775804748105
424.3892315788247,255.34670235746458,796.5775804748105
394.29359086425586,299.7344199258198,796.5775804748105
359.5752131715257,340.6080215695877,796.5775804748105
320.6411401875919,377.4883011486554,796.5775804748105
277.94783882711744,409.9428706249587,796.5775804748105
231.99584956930798,437.5912294225193,796.5775804748105
183.323918071927,460.1092254537549,796.5775804748105
132.50267886402767,477.2328555105497,796.5775804748105
80.12796517040931,488.76136046392475,796.5775804748105
26.813823304077875,494.559578983882,796.5775804748105
-26.813823304077815,494.559578983882,796.5775804748105
-80.12796517040924,488.76136046392475,796.5775804748105
-132.501013006295,477.233318029245,796.5775804748105
-183.32311502955733,460.109545413651,796.5775804748105
-231.99584956930792,437.59122942251935,796.5775804748105
-277.9485543119777,409.94238551384075,796.5775804748105
-320.642457868387,377.48718189763287,796.5775804748105
-359.5769965860274,340.60613883350504,796.5775804748105
-394.29568339565077,299.7316672299636,796.5775804748105
-424.39145988301027,255.3429988530412,796.5775804748105
-449.50783917043066,207.9684130083873,796.5775804748105
-469.3584311746317,158.14809948331788,796.5775804748105
-483.7060414630992,106.47358234320592,796.5775804748105
-492.3824518216971,53.55071823002037,796.5775804748105
-495.285935884411,6.065503360435451e-14,796.5775804748105
-492.3824518216971,-53.55071823002026,796.5775804748105
-483.70604146309915,-106.47358234320602,796.5775804748105
-469.35843117463173,-158.14809948331776,796.5775804748105
-449.5078391704306,-207.9684130083874,796.5775804748105
-424.3914598830102,-255.34299885304125,796.5775804748105
-394.295683395651,-299.7316672299633,796.5775804748105
-359.57699658602746,-340.606138833505,796.5775804748105
-320.6424578683871,-377.48718189763275,796.5775804748105
-277.94855431197783,-409.9423855138407,796.5775804748105
-231.99584956930784,-437.5912294225194,796.5775804748105
-183.32311502955764,-460.10954541365084,796.5775804748105
-132.501013006295,-477.233318029245,796.5775804748105
-80.12540602081188,-488.7617800062694,796.5775804748105
-26.810370626224493,-494.5597661676305,796.5775804748105
26.81037062622431,-494.5597661676305,796.5775804748105
80.12540602081214,-488.7617800062694,796.5775804748105
132.50101300629484,-477.2333180292451,796.5775804748105
183.32311502955747,-460.10954541365095,796.5775804748105
231.99584956930767,-437.59122942251946,796.5775804748105
277.9485543119777,-409.9423855138408,796.5775804748105
320.64245786838694,-377.4871818976329,796.5775804748105
359.57699658602735,-340.6061388335051,796.5775804748105
394.295683395651,-299.73166722996325,796.5775804748105
424.3914598830102,-255.34299885304125,796.5775804748105
449.5078391704305,-207.96841300838753,796.5775804748105
469.3584311746317,-158.14809948331794,796.5775804748105
483.7060414630992,-106.47358234320576,796.5775804748105
492.3824518216971,-53.550718230020216,796.5775804748105
538.4571542857013,0.0,768.0546158956045
535.781435719703,53.61305941269652,768.0546158956045
527.7808353117753,106.69347158594239,768.0546158956045
514.5348949991939,158.7134172955269,768.0546158956045
496.1756152335133,209.15512388918444,768.0546158956045
472.88481764516456,257.5190405429374,768.0546158956045
444.8942548072188,303.3236044902952,768.0546158956045
412.48211089821973,346.113587121922,768.0546158956045
375.9705139754119,385.4637202416333,768.0546158956045
335.7223345053913,420.9829225939049,768.0546158956045
292.1375789763654,452.31818662450826,768.0546158956045
245.65025072235215,479.15765810586925,768.0546158956045
196.72073827304388,501.23553159643836,768.0546158956045
145.83611697880647,518.3318762974156,768.0546158956045
93.50210359343323,530.2767802054493,768.0546158956045
40.238819652450026,536.9515289059462,768.0546158956045
-13.424377754203686,538.289785416153,768.0546158956045
-66.95415699704142,534.2782494751879,768.0546158956045
-119.81667997724158,524.9572079709801,768.0546158956045
-171.4875974480435,510.41954402525903,768.0546158956045
-221.46293062778747,490.8057429973771,768.0546158956045
-269.22857714285055,466.3175744608943,768.0546158956045
-314.31877644513116,437.19539541890333,768.0546158956045
-356.29249298992227,403.72238783659463,768.0546158956045
-394.7179380139988,366.24289264289155,768.0546158956045
-429.2208907889167,325.1238747182748,768.0546158956045
-459.4584797301876,280.7739525053569,768.0546158956045
-485.13429772597027,233.62538426161055,768.0546158956045
-505.9842144916529,184.16319308352737,768.0546158956045
-521.8059352510273,132.87088822709137,768.0546158956045
-532.4436330343641,80.24889184669799,768.0546158956045
-537.7878765416131,26.838532864489604,768.0546158956045
-537.7878765416131,-26.838532864489473,768.0546158956045
-532.443633034364,-80.24889184669809,768.0546158956045
-521.8059352510273,-132.87088822709146,768.0546158956045
-505.98421449165295,-184.16319308352726,768.0546158956045
-485.13429772597027,-233.62538426161063,768.0546158956045
-459.45847973018766,-280.77395250535676,768.0546158956045
-429.22089078891656,-325.12387471827486,768.0546158956045
-394.7179380139989,-366.2428926428915,768.0546158956045
-356.2924929899223,-403.7223878365946,768.0546158956045
-314.3187764451313,-437.1953954189033,768.0546158956045
-269.2285771428509,-466.31757446089415,768.0546158956045
-221.4629306277874,-490.8057429973771,768.0546158956045
-171.48759744804363,-510.419544025259,768.0546158956045
-119.81667997724169,-524.9572079709801,768.0546158956045
-66.95508948839675,-534.2781326173254,768.0546158956045
-13.428135725511066,-538.2896916831984,768.0546158956045
40.24163112352912,-536.9513182086188,768.0546158956045
93.50210359343299,-530.2767802054494,768.0546158956045
145.83340299744975,-518.3326398864333,768.0546158956045
196.724237552392,-501.2341582143875,768.0546158956045
245.65108700985488,-479.15722936457115,768.0546158956045
292.13678953175827,-452.31869650008144,768.0546158956045
335.71939548197224,-420.9852663676898,768.0546158956045
375.9725322535777,-385.46175165934176,768.0546158956045
412.48211089821956,-346.1135871219222,768.0546158956045
444.8926666024409,-303.3259339470085,768.0546158956045
472.88661545569846,-257.51573917784117,768.0546158956045
496.1759802773137,-209.15425789905018,768.0546158956045
514.5346179912402,-158.7143153280888,768.0546158956045
527.7800904379658,-106.69715618866462,768.0546158956045
535.7817070729186,-53.610347578473764,768.0546158956045
579.9384118987041,0.0,737.2349953742083
577.4644946763353,53.509989570132625,737.2349953742083
570.0639240126235,106.56305239115862,737.2349953742083
557.7995056733033,158.70813799616408,737.2349953742083
540.7763563183217,209.4981957981273,737.2349953742083
519.1395244997552,258.50090076779037,737.2349953742083
493.07360680797336,305.29818188939,737.2349953742083
462.80098698062795,349.49078392047414,737.2349953742083
428.57993861565353,390.70167367416485,737.2349953742083
390.7016736741649,428.57993861565353,737.2349953742083
349.49078392047426,462.80098698062795,737.2349953742083
305.29818188939,493.07360680797336,737.2349953742083
258.5009007677904,519.1395244997552,737.2349953742083
209.4981957981274,540.7763563183217,737.2349953742083
158.70813799616417,557.7995056733033,737.2349953742083
106.56305239115862,570.0639240126235,737.2349953742083
53.50978799699442,577.4645133548102,737.2349953742083
3.551098599171736e-14,579.9384118987041,737.2349953742083
-53.509787996994476,577.4645133548102,737.2349953742083
-106.56106249202514,570.0642959843755,737.2349953742083
-158.70424381712058,557.8006136515331,737.2349953742083
-209.4934766261829,540.7781845143772,737.2349953742083
-258.50452503908286,519.1377198103689,737.2349953742083
-305.30076361257306,493.07200826367205,737.2349953742083
-349.49239939854584,462.7997670248315,737.2349953742083
-390.7024216866734,428.57925671194096,737.2349953742083
-428.579256711941,390.70242168667335,737.2349953742083
-462.79976702483145,349.4923993985459,737.2349953742083
-493.0720082636722,305.30076361257295,737.2349953742083
-519.137719810369,258.50452503908275,737.2349953742083
-540.7781845143772,209.4934766261831,737.2349953742083
-557.8006136515331,158.70424381712058,737.2349953742083
-570.0642959843755,106.56106249202513,737.2349953742083
-577.4646067461289,53.50878013120605,737.2349953742083
-579.9384118987041,7.102197198343472e-14,737.2349953742083
-577.4646067461289,-53.50878013120591,737.2349953742083
-570.0642959843755,-106.56106249202524,737.2349953742083
-557.8006136515331,-158.7042438171204,737.2349953742083
-540.7781845143774,-209.49347662618277,737.2349953742083
-519.1377198103692,-258.5045250390826,737.2349953742083
-493.0720082636723,-305.3007636125729,737.2349953742083
-462.79976702483134,-349.49239939854596,737.2349953742083
-428.57925671194096,-390.7024216866734,737.2349953742083
-390.70242168667335,-428.579256711941,737.2349953742083
-349.4923993985459,-462.79976702483145,737.2349953742083
-305.300763612573,-493.07200826367216,737.2349953742083
-258.5045250390825,-519.1377198103692,737.2349953742083
-209.49347662618268,-540.7781845143775,737.2349953742083
-158.7042438171206,-557.8006136515331,737.2349953742083
-106.56106249202516,-570.0642959843755,737.2349953742083
-53.50878013120609,-577.4646067461289,737.2349953742083
-1.0653295797515208e-13,-579.9384118987041,737.2349953742083
53.508780131206386,-577.4646067461288,737.2349953742083
106.56106249202494,-570.0642959843755,737.2349953742083
158.70424381712039,-557.8006136515331,737.2349953742083
209.49347662618297,-540.7781845143772,737.2349953742083
258.5045250390828,-519.1377198103689,737.2349953742083
305.30076361257284,-493.0720082636723,737.2349953742083
349.4923993985461,-462.7997670248312,737.2349953742083
390.7024216866736,-428.57925671194084,737.2349953742083
428.5792567119406,-390.70242168667374,737.2349953742083
462.79976702483134,-349.49239939854596,737.2349953742083
493.07200826367216,-305.300763612573,737.2349953742083
519.1377198103688,-258.50452503908303,737.2349953742083
540.7781845143775,-209.49347662618274,737.2349953742083
557.8006136515332,-158.70424381712013,737.2349953742083
570.0642959843753,-106.5610624920257,737.2349953742083
577.4646067461289,-53.50878013120612,737.2349953742083
619.6225417586475,0.0,704.2101289704325
617.3288045734092,53.265761042270626,704.2101289704325
610.4645935914118,106.13705397606985,704.2101289704325
599.0807565031353,158.22244291843663,704.2101289704325
583.261528882119,209.1365180487133,704.2101289704325
563.1240489542773,258.5022238681661,704.2101289704325
538.8174071616263,305.954074977061,704.2101289704325
510.52156087627895,351.14075544700677,704.2101289704325
478.4453148774871,393.7285548791566,704.2101289704325
442.8274498511172,433.4004429090989,704.2101289704325
403.9310544191671,469.863594600887,704.2101289704325
362.0441030853266,502.8480502861558,704.2101289704325
317.4767113214148,532.109605273186,704.2101289704325
270.55883958730067,557.4316178479834,704.2101289704325
221.63785042588222,578.6266132092794,704.2101289704325
171.07593671949036,595.5376714625161,704.2101289704325
119.24744014795192,608.0395893966177,704.2101289704325
66.53607970145711,616.039807442188,704.2101289704325
13.332110767293484,619.4790949482763,704.2101289704325
-39.9705641764814,618.3319887041755,704.2101289704325
-92.97731186907787,612.6069814596036,704.2101289704325
-145.29989515349456,602.3454446775789,704.2101289704325
-196.5373270321095,587.6267295984079,704.2101289704325
-246.3298873835689,568.5540263132827,704.2101289704325
-294.28882607010013,545.2762429317173,704.2101289704325
-340.0784409132911,517.9563188932364,704.2101289704325
-383.3412343481807,486.8075516093192,704.2101289704325
-423.77437619549397,452.04797570121553,704.2101289704325
-461.0621889854886,413.9489728738995,704.2101289704325
-494.9436661086647,372.77722789135265,704.2101289704325
-525.1542815232475,328.85418478901636,704.2101289704325
-551.4825674677816,282.4872953507653,704.2101289704325
-573.7229686401091,234.0385641517808,704.2101289704325
-591.7198070513759,183.8471218119264,704.2101289704325
-605.3325742930471,132.3048326978251,704.2101289704325
-614.4659839442303,79.77248166439217,704.2101289704325
-619.0487278770612,26.660209474777833,704.2101289704325
-619.0487278770612,-26.66020947477768,704.2101289704325
-614.4659839442303,-79.77248166439202,704.2101289704325
-605.3325742930471,-132.30483269782496,704.2101289704325
-591.7198070513759,-183.84712181192626,704.2101289704325
-573.7229686401091,-234.03856415178066,704.2101289704325
-551.4825674677817,-282.4872953507652,704.2101289704325
-525.1542815232474,-328.8541847890165,704.2101289704325
-494.9436661086646,-372.77722789135277,704.2101289704325
-461.06218898548855,-413.9489728738996,704.2101289704325
-423.7743761954937,-452.0479757012158,704.2101289704325
-383.34123434818105,-486.8075516093189,704.2101289704325
-340.0784409132913,-517.9563188932362,704.2101289704325
-294.2888260701,-545.2762429317173,704.2101289704325
-246.329887383569,-568.5540263132827,704.2101289704325
-196.5373270321094,-587.626729598408,704.2101289704325
-145.29989515349445,-602.3454446775789,704.2101289704325
-92.97624266805141,-612.6071437346926,704.2101289704325
-39.97488094713668,-618.3317096419277,704.2101289704325
13.333191962258725,-619.4790716784098,704.2101289704325
66.53177893065036,-616.0402719366405,704.2101289704325
119.2485013770523,-608.039381269646,704.2101289704325
171.07177907804677,-595.5388657833498,704.2101289704325
221.63886031949892,-578.6262263773743,704.2101289704325
270.55494797387297,-557.4335066914275,704.2101289704325
317.47764002739035,-532.1090511709847,704.2101289704325
362.0405925348575,-502.8505778185564,704.2101289704325
403.93187448522775,-469.86288960748647,704.2101289704325
442.8244241344421,-433.40353441734476,704.2101289704325
478.4460020627224,-393.7277198339536,704.2101289704325
510.51849657567965,-351.14521057470597,704.2101289704325
538.8174071616262,-305.95407497706117,704.2101289704325
563.12179307537,-258.50713804269907,704.2101289704325
583.261528882119,-209.1365180487135,704.2101289704325
599.0793757290342,-158.22767087825542,704.2101289704325
610.4646121158129,-106.13694742989769,704.2101289704325
617.3283490160087,-53.271040506224004,704.2101289704325
657.4061812812538,0.0,669.074818546625
655.2744198659165,52.899166876117164,669.074818546625
648.8929424776462,105.45537629491818,669.074818546625
638.303025707,157.32811115655588,669.074818546625
623.5738598532728,208.17907794610778,669.074818546625
604.800276698796,257.68102858351926,669.074818546625
582.1043055339806,305.511807735156,669.074818546625
555.6331394217426,351.3612123771477,669.074818546625
525.5584551760298,394.93188954525533,669.074818546625
492.0752999643865,435.9412647957977,669.074818546625
455.4016538444994,474.12257999645567,669.074818546625
415.7737727080613,509.2298666760485,669.074818546625
373.44942114342666,541.0345802575288,669.074818546625
328.70309064062695,569.3304535944836,669.074818546625
281.8249802571574,593.9339758675652,669.074818546625
233.11911455319014,614.6855827305023,669.074818546625
182.9013718625007,631.4506911530116,669.074818546625
131.49855988888623,644.1203427419055,669.074818546625
79.24182152276636,652.6129181287747,669.074818546625
26.47116611223799,656.8730201123037,669.074818546625
-26.47116611223791,656.8730201123037,669.074818546625
-79.24182152276627,652.6129181287747,669.074818546625
-131.49293887349927,644.121490258795,669.074818546625
-182.90357604011126,631.4500527029354,669.074818546625
-233.11696889431317,614.6863964659772,669.074818546625
-281.82912669165665,593.9320083435636,669.074818546625
-328.7030906406267,569.3304535944837,669.074818546625
-373.4456440004089,541.0371874131395,669.074818546625
-415.7755502530926,509.2284153486908,669.074818546625
-455.39999884170913,474.1241696452229,669.074818546625
-492.07910425085765,435.9369706121222,669.074818546625
-525.5591444614087,394.9309722721085,669.074818546625
-555.6312996911203,351.364121660646,669.074818546625
-582.1059051820857,305.5087598399518,669.074818546625
-604.799826959638,257.6820841587413,669.074818546625
-623.5720431243568,208.18451964667298,669.074818546625
-638.3035748818205,157.32588305771225,669.074818546625
-648.892519147406,105.45798111728656,669.074818546625
-655.2747706920655,52.89482093042407,669.074818546625
-657.4061812812538,8.05090375645772e-14,669.074818546625
-655.2747706920655,-52.894820930424196,669.074818546625
-648.8925191474061,-105.4579811172864,669.074818546625
-638.3035748818205,-157.32588305771236,669.074818546625
-623.5720431243568,-208.18451964667284,669.074818546625
-604.799826959638,-257.6820841587414,669.074818546625
-582.1059051820858,-305.5087598399516,669.074818546625
-555.6312996911201,-351.36412166064616,669.074818546625
-525.5591444614088,-394.9309722721083,669.074818546625
-492.0791042508577,-435.9369706121221,669.074818546625
-455.39999884170896,-474.124169645223,669.074818546625
-415.7755502530928,-509.2284153486907,669.074818546625
-373.44564400040906,-541.0371874131393,669.074818546625
-328.7030906406272,-569.3304535944835,669.074818546625
-281.82912669165654,-593.9320083435636,669.074818546625
-233.11696889431332,-614.6863964659772,669.074818546625
-182.90357604011143,-631.4500527029354,669.074818546625
-131.4929388734997,-644.1214902587949,669.074818546625
-79.2406824982292,-652.6130564308498,669.074818546625
-26.474605490965626,-656.8728815005978,669.074818546625
26.474605490965384,-656.8728815005978,669.074818546625
79.24068249822955,-652.6130564308497,669.074818546625
131.49293887349947,-644.1214902587949,669.074818546625
182.90357604011118,-631.4500527029355,669.074818546625
233.1169688943131,-614.6863964659773,669.074818546625
